	id	funatsu_lab_id1	funatsu_lab_id2	core	sub1	sub2	pot1	pot2	dpot	class	core_id
3635	1370571-1370574	1370574	1370571	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCC1	[R1]NC1CCC1	4.99	7.54	2.55	1	0.0
3636	1370571-1370575	1370575	1370571	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCCC1	[R1]NC1CCC1	5.09	7.54	2.45	1	0.0
3637	1370571-1370578	1370578	1370571	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCOCC1	[R1]NC1CCC1	4.75	7.54	2.79	1	0.0
3638	1370571-1370579	1370579	1370571	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCC1	[R1]C1CCC1	7.23	7.54	0.3099999999999996	-1	4.0
3639	1370571-1370583	1370583	1370571	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]CC(C)C	[R1]C1CCC1	7.35	7.54	0.1900000000000004	-1	4.0
3640	1370571-1370584	1370584	1370571	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]OC	[R1]C1CCC1	6.68	7.54	0.8600000000000003	-1	4.0
3641	1370572-1370576	1370576	1370572	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]CCOC	[R1]C1CCCCCC1	6.53	6.63	0.09999999999999963	-1	4.0
3642	1370572-1370579	1370572	1370579	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCCC1	[R1]C1CCCCC1	6.63	7.23	0.6000000000000005	-1	4.0
3643	1370572-1370583	1370572	1370583	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCCC1	[R1]CC(C)C	6.63	7.35	0.7199999999999998	-1	4.0
3644	1370572-1370584	1370572	1370584	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCCC1	[R1]OC	6.63	6.68	0.049999999999999815	-1	4.0
3645	1370574-1370575	1370574	1370575	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCC1	[R1]N1CCCCC1	4.99	5.09	0.09999999999999963	-1	0.0
3646	1370574-1370578	1370578	1370574	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCOCC1	[R1]N1CCCC1	4.75	4.99	0.2400000000000002	-1	0.0
3647	1370574-1370579	1370574	1370579	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCC1	[R1]NC1CCCCC1	4.99	7.23	2.24	1	0.0
3648	1370574-1370583	1370574	1370583	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCC1	[R1]NCC(C)C	4.99	7.35	2.3599999999999994	1	0.0
3649	1370575-1370578	1370578	1370575	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCOCC1	[R1]N1CCCCC1	4.75	5.09	0.33999999999999986	-1	0.0
3650	1370575-1370579	1370575	1370579	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCCC1	[R1]NC1CCCCC1	5.09	7.23	2.140000000000001	1	0.0
3651	1370575-1370583	1370575	1370583	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCCCC1	[R1]NCC(C)C	5.09	7.35	2.26	1	0.0
3652	1370576-1370579	1370576	1370579	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]CCOC	[R1]C1CCCCC1	6.53	7.23	0.7000000000000002	-1	4.0
3653	1370576-1370583	1370576	1370583	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]COC	[R1]C(C)C	6.53	7.35	0.8199999999999994	-1	163.0
3654	1370576-1370584	1370576	1370584	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]CCOC	[R1]OC	6.53	6.68	0.14999999999999947	-1	4.0
3655	1370578-1370579	1370578	1370579	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCOCC1	[R1]NC1CCCCC1	4.75	7.23	2.4800000000000004	1	0.0
3656	1370578-1370583	1370578	1370583	[R1]c1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]N1CCOCC1	[R1]NCC(C)C	4.75	7.35	2.6	1	0.0
3657	1370579-1370583	1370579	1370583	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]C1CCCCC1	[R1]CC(C)C	7.23	7.35	0.11999999999999922	-1	4.0
3658	1370579-1370584	1370584	1370579	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]OC	[R1]C1CCCCC1	6.68	7.23	0.5500000000000007	-1	4.0
3659	1370581-1370587	1370587	1370581	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]CCCCC	[R1]C(C)C	4.57	5.12	0.5499999999999998	-1	158.0
3660	1370581-1370588	1370588	1370581	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]CC(CC)CCCC	[R1]C(C)C	4.47	5.12	0.6500000000000004	-1	158.0
3661	1370581-1370590	1370590	1370581	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C1CCCC1	[R1]C(C)C	4.43	5.12	0.6900000000000004	-1	158.0
3662	1370581-1370591	1370591	1370581	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]CC1CCCCC1	[R1]C(C)C	4.47	5.12	0.6500000000000004	-1	158.0
3663	1370581-1370592	1370581	1370592	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(C)C	[R1]Cc1ccccc1	5.12	5.44	0.3200000000000003	-1	158.0
3664	1370581-1370593	1370581	1370593	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(C)C	[R1]Cc1ccc(cc1)C	5.12	5.92	0.7999999999999998	-1	158.0
3665	1370581-1370594	1370594	1370581	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]Cc1ccc(cc1)OC	[R1]C(C)C	4.91	5.12	0.21	-1	158.0
