	id	funatsu_lab_id1	funatsu_lab_id2	core	sub1	sub2	pot1	pot2	dpot	class	core_id
4104	321848-321856	321848	321856	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1ccc(cc1)C=CCl	[R1]c1cc2c(s1)ccc(n2)Cl	6.5	6.79	0.29000000000000004	-1	12.0
4105	321848-321864	321864	321848	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1cc2cc(cnc2s1)Cl	[R1]c1ccc(cc1)C=CCl	5.54	6.5	0.96	-1	12.0
4106	321864-321865	321865	321864	[R1]S(=O)(=O)NC1CCN(C1=O)C(C)C(=O)N2CCOCC2	[R1]c1cc2c(s1)cc(cn2)Cl	[R1]c1cc2cc(cnc2s1)Cl	5.44	5.54	0.09999999999999963	-1	12.0
4107	321879-321934	321879	321934	[R1]c1ccc(s1)S(=O)(=O)NC2CCN(C2=O)C(C)C(=O)N3CCOCC3	[R1]c1ncc(s1)Cl	[R1]c1ccc(s1)Cl	5.49	8.4	2.91	1	44.0
4108	332363-332365	332363	332365	[R1]NC(=O)c1cc(ccc1NC(=O)c2c(c(cs2)CN3CCN(CC3)C)Cl)Cl	[R1]c1ccc(cc1)Cl	[R1]c1ccc(cn1)Cl	9.06	9.44	0.37999999999999895	-1	543.0
4109	332363-340308	340308	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCOCC1	[R1]N1CCN(CC1)C	8.21	9.06	0.8499999999999996	-1	542.0
4110	332363-340313	340313	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]n1ccnc1	[R1]N1CCN(CC1)C	8.72	9.06	0.33999999999999986	-1	542.0
4111	332363-340326	340326	332363	[R1]N1CCN(CC1)Cc2csc(c2Cl)C(=O)Nc3ccc(cc3C(=O)Nc4ccc(cc4)Cl)Cl	[R1]C(=O)C	[R1]C	8.22	9.06	0.8399999999999999	-1	541.0
4112	332363-340328	340328	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCSCC1	[R1]N1CCN(CC1)C	8.32	9.06	0.7400000000000002	-1	542.0
4113	332363-340335	340335	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N(C)CC(CO)O	[R1]N1CCN(CC1)C	8.85	9.06	0.21000000000000085	-1	542.0
4114	332363-340337	340337	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N(C)CC(=O)OCC	[R1]N1CCN(CC1)C	8.28	9.06	0.7800000000000011	-1	542.0
4115	332363-340339	332363	340339	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCN(CC1)C	[R1]N(C)CCO	9.06	9.1	0.03999999999999915	-1	542.0
4116	332363-340343	340343	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]NCCOCCO	[R1]N1CCN(CC1)C	8.47	9.06	0.5899999999999999	-1	542.0
4117	332363-340345	340345	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N(C)CCOCCO	[R1]N1CCN(CC1)C	8.82	9.06	0.2400000000000002	-1	542.0
4118	332363-340346	332363	340346	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCN(CC1)C	[R1]N(C)CCN(C)C	9.06	9.35	0.28999999999999915	-1	542.0
4119	332363-340349	332363	340349	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCN(CC1)C	[R1]N(C)CCN(CC)CC	9.06	9.28	0.21999999999999886	-1	542.0
4120	332363-340350	332363	340350	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCN(CC1)C	[R1]N(C)CCCN(C)C	9.06	9.22	0.16000000000000014	-1	542.0
4121	332363-340352	332363	340352	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCN(CC1)C	[R1]N(C)CCN1CCCC1	9.06	9.52	0.4599999999999991	-1	542.0
4122	332363-340354	340354	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]NCCCn1ccnc1	[R1]N1CCN(CC1)C	8.34	9.06	0.7200000000000006	-1	542.0
4123	332363-340356	332363	340356	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCN(CC1)C	[R1]N(C)C1CCN(CC1)C	9.06	9.42	0.35999999999999943	-1	542.0
4124	332363-340359	340359	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]n1cccn1	[R1]N1CCN(CC1)C	8.68	9.06	0.3800000000000008	-1	542.0
4125	332363-340360	340360	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]n1cncn1	[R1]N1CCN(CC1)C	8.8	9.06	0.2599999999999998	-1	542.0
4126	332363-340361	332363	340361	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]N1CCN(CC1)C	[R1]SC	9.06	9.1	0.03999999999999915	-1	542.0
4127	332363-340362	340362	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]n1ccnn1	[R1]N1CCN(CC1)C	8.85	9.06	0.21000000000000085	-1	542.0
4128	332363-340364	340364	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]n1nccn1	[R1]N1CCN(CC1)C	8.46	9.06	0.5999999999999996	-1	542.0
4129	332363-340365	340365	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]n1cnnn1	[R1]N1CCN(CC1)C	8.77	9.06	0.2900000000000009	-1	542.0
4130	332363-340367	340367	332363	[R1]Cc1csc(c1Cl)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(cc3)Cl)Cl	[R1]n1ncnn1	[R1]N1CCN(CC1)C	8.7	9.06	0.3600000000000012	-1	542.0
